,truevtxX,truevtxY,truevtxZ,recovtxX,recovtxY,recovtxZ,Gridpoint,Predicted_Gridpoint,Reco_Gridpoint,DR,vtx_x,vtx_y,vtx_z,DR_reco,DR_DNN
1714,-92.103,21.117,-32.156,-95.263,20.129,-27.751,12635.000,11829.356,13835.000,5.511,-100,20,-40,5.511,11.187
1715,88.410,24.210,-29.977,82.113,32.692,-60.920,13853.000,11780.555,9083.000,32.697,80,20,-30,32.697,9.405
1716,58.753,21.395,-53.041,58.249,32.106,-51.693,10250.000,10931.166,10280.000,10.807,50,20,-60,10.807,11.269
1717,-56.582,40.680,-54.090,-60.613,43.081,-56.330,10299.000,10873.251,10298.000,5.199,-60,40,-60,5.199,6.861
1718,-5.123,-14.058,-18.802,-1.640,-14.631,-5.108,14924.000,15958.060,16124.000,14.141,-10,-20,-20,14.142,7.780
1719,-33.998,0.339,-47.155,-35.079,-2.587,-40.353,11381.000,13305.318,11351.000,7.483,-40,0,-50,7.483,6.651
1720,-57.108,39.257,-22.843,-109.870,41.014,-14.128,13869.000,13815.556,15094.000,53.506,-60,30,-30,53.506,12.053
1721,21.708,-40.175,-33.068,20.736,-39.675,-36.221,12437.000,12671.010,12467.000,3.337,20,-50,-40,3.337,12.145
1722,48.152,11.823,-22.366,50.069,15.575,-19.911,13819.000,14229.577,15020.000,4.876,40,10,-30,4.876,11.316
1723,-54.666,-40.898,-2.623,-57.896,-35.346,10.660,16029.000,15364.105,18459.000,14.755,-60,-50,-10,14.755,12.873
1724,34.925,-11.730,-24.081,43.388,-15.966,-18.072,13728.000,14696.259,14929.000,11.211,30,-20,-30,11.210,11.300
1725,63.359,41.842,-20.421,60.476,44.365,-27.268,13911.000,13864.489,13911.000,7.846,60,40,-30,7.846,10.317
1726,-45.722,-4.095,-34.864,-47.999,1.318,-41.079,12550.000,13298.930,11380.000,8.550,-50,-10,-40,8.551,8.919
1727,-0.963,-0.729,-7.145,3.397,4.781,3.131,16154.000,17403.801,17385.000,12.448,-10,-10,-10,12.449,13.258
1728,57.904,14.373,-8.734,62.109,13.303,-14.951,16220.000,15857.298,15021.000,7.581,50,10,-10,7.581,9.121
1729,30.151,-38.571,-27.953,26.785,-50.285,-0.242,13668.000,15267.372,16007.000,30.273,30,-40,-30,30.273,2.501
1730,75.064,15.257,-65.964,86.677,14.995,-53.380,9022.000,9907.264,10223.000,17.125,70,10,-70,17.126,8.341
1731,86.249,-48.034,-30.961,89.763,-46.541,-27.980,12443.000,12703.274,13643.000,4.844,80,-50,-40,4.844,11.163
1732,-49.100,11.107,-56.338,-73.503,25.737,-100.955,10210.000,11940.043,4237.000,52.918,-50,10,-60,52.917,3.930
1733,-28.195,30.189,-67.423,-38.174,37.636,-56.215,9072.000,8318.614,10271.000,16.753,-30,30,-70,16.753,3.152
1734,-30.202,-33.356,-38.413,-28.570,-40.161,-41.516,12461.000,12507.398,11232.000,7.655,-40,-40,-40,7.655,11.944
1735,17.559,-15.585,-49.717,13.334,-14.076,-42.510,11326.000,10668.328,11326.000,8.489,10,-20,-50,8.489,8.758
1736,38.850,22.413,-58.453,34.019,16.024,-55.725,10248.000,9232.002,10218.000,8.461,30,20,-60,8.462,9.303
1737,86.423,33.401,-72.990,73.710,35.692,-109.802,7883.000,7770.795,4282.000,39.012,80,30,-80,39.013,10.098
1738,74.370,-41.498,-62.845,85.724,-42.105,-50.734,8842.000,9481.937,10043.000,16.611,70,-50,-70,16.612,11.940
1739,-61.436,13.239,-8.240,-60.400,14.144,-2.675,16208.000,15977.948,16208.000,5.732,-70,10,-10,5.732,9.324
1740,-55.955,33.824,-42.425,-67.467,34.193,-37.938,11469.000,12371.832,12668.000,12.362,-60,30,-50,12.361,9.400
1741,62.093,40.084,-2.486,141.415,124.658,-12.763,16311.000,16904.859,15359.000,116.406,60,40,-10,116.406,7.801
1742,63.163,44.677,-5.647,69.394,107.961,119.103,16311.000,15108.604,30891.000,140.022,60,40,-10,140.022,7.129
1743,-1.925,-49.733,-22.512,-5.859,-50.095,-25.367,13634.000,14768.961,13604.000,4.874,-10,-50,-30,4.874,11.016
1744,86.553,-33.413,-12.201,42.120,-22.238,-53.656,14873.000,13232.113,10099.000,61.788,80,-40,-20,61.787,12.131
1745,-1.263,-41.103,-42.155,-2.198,-25.010,-44.801,11234.000,11669.381,11294.000,16.337,-10,-50,-50,16.336,14.732
1746,-75.020,43.644,-15.257,-77.322,51.410,-18.943,15097.000,13890.002,15127.000,8.900,-80,40,-20,8.899,7.783
1747,37.419,-39.502,-10.580,33.163,-38.971,-5.429,14868.000,16088.379,16068.000,6.703,30,-40,-20,6.703,12.001
1748,-67.526,44.293,-74.573,-70.597,36.775,-67.280,7898.000,8391.278,9067.000,10.915,-70,40,-80,10.915,7.349
1749,65.106,21.220,-51.335,66.781,23.733,-38.672,10251.000,11960.688,12651.000,13.018,60,20,-60,13.018,10.131
1750,37.270,11.273,-29.752,32.344,9.139,-7.289,13818.000,13760.366,16188.000,23.095,30,10,-30,23.096,7.385
1751,-13.962,-0.568,-60.299,-32.035,0.810,-65.117,8953.000,11086.349,8981.000,18.756,-20,-10,-70,18.755,14.817
1752,55.233,-37.961,-8.880,58.731,-52.447,-43.835,16070.000,15527.423,11210.000,37.999,50,-40,-10,37.999,5.727
1753,-61.013,32.828,-76.171,-44.361,41.980,-96.340,7868.000,8842.875,5500.000,27.710,-70,30,-80,27.710,10.170
1754,-5.970,-21.769,-54.369,-12.060,-26.470,-55.200,10094.000,9074.939,10093.000,7.738,-10,-30,-60,7.738,10.756
1755,56.199,15.803,-23.261,56.414,15.039,-24.696,13820.000,14010.512,13820.000,1.640,50,10,-30,1.640,10.841
1756,-6.812,-46.595,-38.156,-5.893,-42.714,-33.157,12434.000,11854.693,12434.000,6.395,-10,-50,-40,6.395,5.016
1757,-40.259,-31.857,-6.788,-35.782,-47.831,5.076,16060.000,15859.072,17231.000,20.396,-50,-40,-10,20.395,13.096
1758,22.300,48.544,-61.005,19.070,42.211,-55.184,9107.000,9558.246,10306.000,9.189,20,40,-70,9.188,12.617
1759,7.575,-42.258,-4.707,-32.487,-107.259,6.202,16035.000,17620.621,17051.000,77.130,0,-50,-10,77.130,12.055
1760,21.335,-37.837,-47.191,23.528,-46.449,-43.438,11267.000,10656.640,11237.000,9.647,20,-40,-50,9.647,3.788
1761,16.144,18.005,-68.894,13.003,18.442,-75.297,9016.000,8174.910,7816.000,7.146,10,10,-70,7.145,10.151
1762,99.702,4.683,-15.413,134.066,12.683,64.022,14994.000,15595.861,24628.000,86.918,90,0,-20,86.918,11.709
1763,-7.809,-47.305,-23.654,-8.190,-49.273,-17.805,13634.000,14174.535,14834.000,6.183,-10,-50,-30,6.183,7.234
1764,-7.500,-12.330,-21.890,-6.940,-34.146,-23.655,13724.000,14766.284,13664.000,21.894,-10,-20,-30,21.894,11.439
1765,81.637,39.133,-57.509,87.256,30.136,-46.066,10283.000,9249.310,11483.000,15.603,80,30,-60,15.603,9.607
1766,18.479,24.350,-49.514,26.209,27.828,-42.487,11446.000,11296.836,11447.000,11.010,10,20,-50,11.010,9.542
1767,-87.418,-27.854,-22.470,-99.399,-51.819,-13.889,13686.000,12280.351,14795.000,28.134,-90,-30,-30,28.134,8.245
1768,-27.822,-23.059,-34.407,74.695,-53.613,-74.974,12492.000,12911.285,7612.000,114.407,-30,-30,-40,114.407,9.176
1769,9.275,-48.715,-58.009,-3.448,-47.675,-47.892,10035.000,11549.072,11234.000,16.288,0,-50,-60,16.288,9.573
1770,-42.520,45.273,-6.136,-43.649,46.088,-2.424,16300.000,14451.169,16300.000,3.964,-50,40,-10,3.965,9.934
1771,-14.186,-19.961,-33.981,-3.560,-23.875,-39.780,12523.000,12749.312,12494.000,12.722,-20,-20,-40,12.722,8.369
1772,-39.515,-36.673,-62.867,-36.831,-37.196,-74.101,8861.000,10808.525,7661.000,11.562,-40,-40,-70,11.562,7.886
1773,30.488,6.385,-2.954,39.076,27.904,-67.971,16188.000,16100.941,9048.000,69.022,30,0,-10,69.022,9.521
1774,-85.730,6.496,-53.265,-48.516,16.415,-79.926,10176.000,10416.488,7810.000,46.841,-90,0,-60,46.841,10.285
1775,-22.160,-31.735,-6.229,-14.658,-26.408,0.447,16062.000,17240.236,17293.000,11.367,-30,-40,-10,11.368,12.000
1776,37.837,7.919,-35.548,43.974,2.340,-27.507,12588.000,12731.642,13789.000,11.552,30,0,-40,11.552,11.998
1777,34.232,-45.003,-9.438,31.279,-43.900,-6.274,16038.000,14510.535,16038.000,4.466,30,-50,-10,4.466,6.572
1778,85.981,28.376,-1.335,106.246,37.099,-2.310,16253.000,15245.417,16285.000,22.084,80,20,-10,22.084,13.454
1779,-31.483,22.580,-24.182,-37.546,43.227,-28.689,13841.000,14051.146,13901.000,21.985,-40,20,-30,21.986,10.632
1780,87.832,-20.533,-6.462,95.085,-21.667,-9.758,16103.000,16532.621,16104.000,8.047,80,-30,-10,8.047,12.786
1781,24.414,29.297,-49.216,25.287,29.107,-39.932,11447.000,2415407.500,12647.000,9.327,20,20,-50,9.327,10.321
1782,-50.098,5.963,-62.142,-50.423,9.508,-61.509,8979.000,7974.468,8979.000,3.616,-60,0,-70,3.616,13.977
1783,55.666,-12.806,-22.938,54.574,-20.556,-23.354,13730.000,13190.804,13700.000,7.838,50,-20,-30,7.838,11.564
1784,78.509,-41.668,-29.563,80.055,-46.352,-23.780,13642.000,8429.696,13643.000,7.601,70,-50,-30,7.601,11.917
1785,27.806,4.565,-25.309,17.919,-2.020,-26.841,13787.000,12688.142,13756.000,11.978,20,0,-30,11.978,10.187
1786,16.224,31.073,-42.040,17.214,25.795,-45.223,11476.000,12301.257,11446.000,6.243,10,30,-50,6.243,10.161
1787,-85.585,-14.290,-8.203,-94.979,-12.013,-23.613,16116.000,13669.027,13715.000,18.191,-90,-20,-10,18.191,7.438
1788,23.760,23.334,-27.013,29.991,25.346,-28.026,13847.000,16298.527,13847.000,6.626,20,20,-30,6.626,5.846
1789,7.534,-36.489,-28.795,16.754,-34.126,-22.790,13665.000,13010.252,13666.000,11.254,0,-40,-30,11.254,8.399
1790,63.300,30.550,-0.698,121.645,59.992,26.100,16281.000,16272.410,19947.000,70.633,60,30,-10,70.634,9.885
1791,85.081,25.933,-14.929,78.345,29.836,-16.330,15053.000,12480.736,15052.000,7.910,80,20,-20,7.910,9.313
1792,-74.550,39.290,-38.493,-49.378,42.896,-63.288,12667.000,11754.354,9100.000,35.517,-80,30,-40,35.517,10.876
1793,-86.733,-44.504,-48.850,-92.597,-47.723,-44.580,11226.000,11517.887,11225.000,7.936,-90,-50,-50,7.936,6.496
1794,-63.068,11.700,-49.715,-66.795,11.836,-46.042,11408.000,13148.957,11408.000,5.235,-70,10,-50,5.234,7.143
1795,8.341,-18.764,-14.778,5.141,-14.468,-15.582,14925.000,14617.091,14925.000,5.417,0,-20,-20,5.417,9.918
1796,-64.859,42.458,-16.761,-80.512,56.672,15.459,15098.000,14767.620,18726.000,38.537,-70,40,-20,38.538,6.555
1797,4.422,-47.902,-65.787,5.774,-54.746,-56.968,8835.000,10129.082,10005.000,11.245,0,-50,-70,11.245,6.458
1798,-24.873,23.695,-65.718,-30.011,23.762,-72.374,9042.000,9751.776,7841.000,8.409,-30,20,-70,8.409,7.634
1799,13.203,-48.242,-0.952,15.936,-47.099,-13.518,16036.000,16576.314,14836.000,12.910,10,-50,-10,12.910,9.758
1800,-40.453,2.995,-42.329,-51.822,1.673,-26.516,11380.000,12497.517,13779.000,19.521,-50,0,-50,19.521,12.608
1801,-39.111,18.178,-54.446,-39.678,14.438,-47.022,10211.000,9867.054,11411.000,8.332,-40,10,-60,8.332,9.926
1802,-88.811,10.219,-27.816,-93.278,5.139,-21.396,13806.000,11622.643,13775.000,9.326,-90,10,-30,9.326,2.496
1803,-12.687,14.688,-34.400,-8.141,20.720,-28.633,12613.000,11814.130,13844.000,9.504,-20,10,-40,9.503,10.335
1804,79.491,-21.047,-57.098,82.413,-30.075,-49.451,10102.000,9152.680,11273.000,12.186,70,-30,-60,12.187,13.366
1805,-69.450,-3.401,-8.783,-70.886,-5.765,-16.604,16148.000,15221.820,14947.000,8.296,-70,-10,-10,8.296,6.733
1806,-86.091,43.531,-30.118,-84.371,-4.127,-74.460,12696.000,11894.625,7746.000,65.119,-90,40,-40,65.119,11.198
1807,-25.333,47.666,-65.084,-31.739,53.477,-73.777,9102.000,10486.623,7931.000,12.263,-30,40,-70,12.263,10.233
1808,91.868,11.695,-0.981,133.369,31.200,42.108,16224.000,16517.580,22288.000,62.924,90,10,-10,62.924,9.365
1809,40.440,-37.755,-11.158,44.939,-40.016,-8.733,14869.000,13894.189,16039.000,5.588,40,-40,-20,5.589,9.133
1810,-80.845,-38.829,-33.557,-79.505,-49.977,-21.946,12456.000,10235.137,13627.000,16.153,-90,-40,-40,16.152,11.256
1811,59.709,-24.871,-68.994,59.814,-28.963,-69.018,8900.000,11534.636,8900.000,4.093,50,-30,-70,4.093,11.026
1812,-40.213,45.221,-5.422,-91.550,12.930,80.174,16300.000,15527.438,27005.000,104.904,-50,40,-10,104.904,12.000
1813,-37.362,3.133,-28.845,-121.165,55.882,0.601,13781.000,14271.078,17522.000,103.308,-40,0,-30,103.308,4.255
1814,71.064,-21.069,-1.152,78.380,0.958,79.588,16102.000,12458.284,25792.000,84.011,70,-30,-10,84.010,12.617
1815,-88.777,-13.008,-11.634,-96.341,-19.985,-13.565,14916.000,14811.443,14915.000,10.470,-90,-20,-20,10.470,10.971
1816,-83.391,-7.785,-35.071,-89.974,-6.346,-29.693,12546.000,12225.221,13746.000,8.621,-90,-10,-40,8.621,8.537
1817,46.151,-40.483,-26.293,53.386,-50.651,-33.161,13639.000,14995.983,12410.000,14.244,40,-50,-30,14.244,11.923
1818,-69.046,-21.187,-11.696,-71.732,-25.663,-10.417,14888.000,14578.009,14887.000,5.374,-70,-30,-20,5.374,12.146
1819,-20.252,-45.633,-39.566,-12.827,-31.892,-59.123,12432.000,12603.834,10063.000,25.029,-30,-50,-40,25.028,10.690
1820,-14.951,-17.085,-12.127,-19.585,-7.954,1.000,14923.000,15437.648,17353.000,16.649,-20,-20,-20,16.648,9.797
1821,-85.827,3.207,-47.288,-67.033,14.079,-24.683,11376.000,13482.077,13808.000,31.343,-90,0,-50,31.343,5.921
1822,89.777,-25.323,-72.281,89.230,-16.454,-60.101,7703.000,8545.782,8933.000,15.077,80,-30,-80,15.077,13.306
1823,-17.090,48.283,-45.631,-18.331,49.476,-46.907,11503.000,12217.850,11503.000,2.143,-20,40,-50,2.143,9.806
1824,-50.715,-4.871,-69.482,-50.125,-7.878,-98.571,8949.000,9485.821,5349.000,29.250,-60,-10,-70,29.250,10.620
1825,-61.607,44.447,-61.454,-66.576,60.786,-68.195,9098.000,9440.642,9158.000,18.360,-70,40,-70,18.360,12.777
1826,39.509,2.125,-71.848,45.153,-3.068,-80.307,7788.000,11109.386,6559.000,11.418,30,0,-80,11.418,12.704
1827,70.578,3.928,-57.436,37.267,2.692,-26.378,10192.000,11867.268,13788.000,45.561,70,0,-60,45.560,4.726
1828,-59.111,-3.283,-47.832,-60.719,-7.200,-29.340,11349.000,13738.403,13748.000,18.971,-60,-10,-50,18.971,7.114
1829,36.591,7.247,-8.852,38.177,-1.240,-4.706,16188.000,15347.061,16158.000,9.578,30,0,-10,9.578,9.863
1830,-81.644,-42.703,-53.143,-79.109,-45.355,-62.637,10026.000,8606.229,8827.000,10.179,-90,-50,-60,10.178,13.042
1831,-71.387,-16.561,-66.811,-74.290,-14.892,-55.758,8917.000,8075.562,10117.000,11.549,-80,-20,-70,11.549,9.807
1832,53.429,-6.818,-2.984,34.487,-2.554,93.388,16160.000,13999.919,28158.000,98.308,50,-10,-10,98.308,8.433
1833,69.183,-1.269,-31.205,114.350,-53.553,-41.740,12561.000,13607.377,11216.000,69.889,60,-10,-40,69.890,15.424
1834,-12.194,40.582,-36.004,-20.473,37.211,-28.507,12703.000,12413.690,13872.000,11.666,-20,40,-40,11.667,8.789
1835,68.939,-9.933,-23.394,63.923,-19.748,-35.147,13761.000,13419.271,12531.000,16.113,60,-10,-30,16.113,11.115
1836,-81.283,9.600,-56.235,-91.877,-9.632,-82.377,10176.000,9882.874,6545.000,34.139,-90,0,-60,34.140,13.503
1837,-52.701,-30.436,-14.184,-123.237,-63.874,-4.636,14859.000,15974.385,15962.000,78.642,-60,-40,-20,78.642,13.363
1838,-8.962,14.519,-6.540,-11.084,14.828,-3.373,16214.000,16151.526,16213.000,3.825,-10,10,-10,3.825,5.785
1839,-94.365,-24.513,-66.413,-100.049,-48.316,-48.766,8885.000,8531.096,11224.000,30.171,-100,-30,-70,30.171,8.644
1840,73.075,-48.929,-12.991,74.347,-45.219,-17.517,14842.000,15868.918,14842.000,5.989,70,-50,-20,5.989,7.728
1841,-42.058,-40.901,-69.676,-40.506,-46.698,-69.354,8830.000,10516.229,8830.000,6.010,-50,-50,-70,6.010,12.082
1842,50.162,-12.527,-27.146,56.911,-12.320,-34.499,13730.000,14897.808,12530.000,9.983,50,-20,-30,9.983,8.001
1843,-86.527,-1.348,-79.812,-97.552,-17.174,-83.847,7746.000,4635.009,6515.000,19.705,-90,-10,-80,19.705,9.325
1844,21.157,-13.434,-32.252,24.895,-11.576,-36.974,12527.000,13882.275,12527.000,6.302,20,-20,-40,6.303,10.222
1845,44.937,21.034,-20.578,-4.784,19.440,89.456,13849.000,13966.786,27014.000,120.756,40,20,-30,120.757,10.687
1846,-17.015,27.087,-4.477,-20.608,29.891,-3.509,16243.000,15840.687,16242.000,4.659,-20,20,-10,4.659,9.468
1847,61.032,-12.094,-35.027,56.019,65.358,-118.967,12531.000,12269.816,3170.000,114.324,60,-20,-40,114.324,9.397
1848,-22.930,15.754,-46.495,-25.020,1.253,-53.496,11412.000,12785.773,10182.000,16.238,-30,10,-50,16.238,9.766
1849,88.741,-2.897,-76.864,90.772,-4.521,-78.961,7763.000,6730.146,7764.000,3.341,80,-10,-80,3.341,11.692
1850,-17.084,-3.098,-61.610,-21.767,-14.069,-78.610,8953.000,8222.079,7722.000,20.768,-20,-10,-70,20.768,11.249
1851,37.049,42.754,-55.913,57.869,108.906,-78.610,10308.000,10891.370,8090.000,72.970,30,40,-60,72.971,8.601
1852,-91.541,33.900,-34.798,-92.615,41.369,-8.558,12665.000,14431.800,16295.000,27.304,-100,30,-40,27.303,10.669
1853,-25.444,-38.056,-26.808,-25.886,-42.441,-40.968,13662.000,13079.116,11232.000,14.830,-30,-40,-30,14.830,5.893
1854,-82.079,6.360,-18.649,-87.667,16.803,56.069,14976.000,14237.114,23406.000,75.651,-90,0,-20,75.651,10.248
1855,38.730,34.968,-5.273,130.617,198.000,-38.413,16278.000,14824.680,13168.000,190.054,30,30,-10,190.055,11.101
1856,-59.126,-20.677,-13.165,-75.094,-0.021,-23.741,14889.000,15264.102,13747.000,28.169,-60,-30,-20,28.169,11.593
1857,36.146,16.336,-49.331,37.014,13.480,-43.499,11418.000,10511.424,11418.000,6.551,30,10,-50,6.552,8.852
1858,-79.636,19.433,-27.549,-104.696,24.357,-62.445,13807.000,11228.952,9034.000,43.243,-80,10,-30,43.243,9.753
1859,95.958,-17.040,-12.257,151.997,-5.293,-0.090,14934.000,14741.608,16170.000,58.536,90,-20,-20,58.535,10.208
1860,-53.291,-25.027,-28.694,-56.145,-21.662,-22.201,13689.000,12686.176,13689.000,7.851,-60,-30,-30,7.850,8.453
1861,-26.193,-2.027,-46.168,-28.211,3.658,-41.912,11352.000,12652.088,11382.000,7.383,-30,-10,-50,7.383,9.630
1862,72.232,12.253,-8.530,82.574,32.151,-6.283,16222.000,13275.031,16283.000,22.538,70,10,-10,22.537,3.496
1863,73.260,-17.141,-9.869,82.542,-34.201,34.014,16132.000,13821.274,20873.000,47.989,70,-20,-10,47.989,4.338
1864,-39.280,-20.756,-78.559,-34.514,-1.734,-97.900,7691.000,8281.726,5351.000,27.543,-40,-30,-80,27.543,9.383
1865,69.251,25.029,-26.755,92.399,18.871,-33.910,13851.000,13717.371,12624.000,24.999,60,20,-30,24.999,11.018
1866,-95.993,7.250,-13.117,-0.172,78.832,130.130,14975.000,14400.700,33194.000,186.615,-100,0,-20,186.616,10.770
1867,-52.261,7.053,-40.105,-58.102,7.054,-44.895,11379.000,12329.555,11379.000,7.553,-60,0,-50,7.554,14.407
1868,59.421,10.313,-39.909,58.946,6.168,-37.336,12620.000,11708.334,12590.000,4.901,50,10,-40,4.902,9.427
1869,-29.094,9.639,-68.295,-31.081,1.725,-75.345,8982.000,10763.581,7781.000,10.783,-30,0,-70,10.783,9.830
1870,12.161,9.201,-28.591,12.748,12.306,-21.416,13786.000,13312.519,13816.000,7.840,10,0,-30,7.840,9.556
1871,28.321,-30.268,-29.666,27.704,-24.702,-20.288,13667.000,14899.595,13697.000,10.924,20,-40,-30,10.923,12.809
1872,-92.757,27.902,-18.025,-88.618,15.383,70.353,15035.000,12297.795,25806.000,89.356,-100,20,-20,89.356,10.900
1873,49.563,34.245,-29.870,44.118,29.522,-17.576,13879.000,13814.325,15049.000,14.252,40,30,-30,14.251,10.464
1874,35.009,41.768,-38.346,38.850,44.550,-29.373,12708.000,14626.097,13908.000,10.150,30,40,-40,10.149,5.563
1875,-44.884,-39.633,-17.924,-45.802,-36.614,-18.104,14860.000,14281.505,14860.000,3.161,-50,-40,-20,3.161,5.533
1876,-19.602,-0.870,-11.301,-29.083,-4.065,-41.406,14953.000,17034.244,11352.000,31.724,-20,-10,-20,31.724,12.617
1877,20.509,5.988,-62.779,29.364,6.342,-57.924,8987.000,10013.707,10187.000,10.105,20,0,-70,10.105,9.395
1878,-46.681,33.153,-2.249,-76.983,41.726,60.343,16270.000,16033.909,24697.000,70.068,-50,30,-10,70.068,9.002
1879,23.899,-11.080,-51.264,19.622,-5.904,-40.070,10127.000,10944.564,11356.000,13.054,20,-20,-60,13.053,13.080
1880,-7.924,-34.952,-61.446,-9.952,-30.525,-63.424,8864.000,9824.390,8864.000,5.256,-10,-40,-70,5.256,10.147
1881,-2.726,-18.824,-27.792,-3.095,-13.766,-11.243,13724.000,14351.793,14924.000,17.309,-10,-20,-30,17.309,7.692
1882,-3.001,-27.907,-18.050,-0.788,-43.230,-18.387,14894.000,15035.343,14834.000,15.485,-10,-30,-20,15.486,7.561
1883,42.325,-35.980,-54.218,50.952,-39.436,-47.156,10069.000,11668.616,11270.000,11.672,40,-40,-60,11.672,7.416
1884,-54.820,-8.797,-42.793,-60.327,-18.562,-34.998,11349.000,11654.115,12518.000,13.654,-60,-10,-50,13.654,8.957
1885,92.982,-31.250,-69.897,92.658,-20.327,-40.345,8874.000,9778.688,11304.000,31.508,90,-40,-70,31.508,9.245
1886,43.836,2.876,-36.259,60.395,-11.160,-59.214,12589.000,11679.430,10131.000,31.593,40,0,-40,31.593,6.081
1887,-48.372,29.739,-47.863,-42.857,25.183,-42.454,11440.000,9009.410,11440.000,8.968,-50,20,-50,8.968,10.103
1888,-23.785,40.056,-13.910,-23.237,33.482,-17.937,15102.000,14712.743,15072.000,7.729,-30,40,-20,7.729,8.702
1889,23.387,13.681,-20.530,-24.803,-8.094,-72.352,13817.000,13752.948,7752.000,74.041,20,10,-30,74.040,10.710
1890,-37.136,-46.035,-31.029,-50.158,-82.204,-47.523,12431.000,13300.008,11109.000,41.830,-40,-50,-40,41.831,10.218
1891,72.730,-27.657,-22.178,78.384,-23.280,-14.665,13702.000,14930.268,14902.000,10.371,70,-30,-30,10.372,8.610
1892,-90.501,2.669,-2.495,-88.791,16.566,57.028,16175.000,17500.473,23406.000,61.148,-100,0,-10,61.148,12.397
1893,-39.555,-16.268,-1.765,-40.224,0.026,-0.113,16121.000,15894.578,16180.000,16.392,-40,-20,-10,16.391,9.052
1894,9.671,38.648,-38.979,14.399,41.722,-32.701,12675.000,13233.819,12706.000,8.439,0,30,-40,8.439,13.014
1895,31.227,-36.471,-47.874,37.219,-36.831,-52.416,11268.000,11894.231,10068.000,7.527,30,-40,-50,7.528,4.299
1896,-6.107,6.171,-14.735,-8.390,7.438,-17.684,14984.000,15291.519,14984.000,3.939,-10,0,-20,3.939,8.998
1897,42.538,42.115,-41.255,45.151,34.266,-35.415,11509.000,13701.492,12679.000,10.126,40,40,-50,10.126,9.348
1898,-39.744,33.629,-39.555,-40.124,32.402,-28.159,12671.000,12807.146,13870.000,11.468,-40,30,-40,11.468,3.665
1899,-25.626,-48.620,-57.569,-18.374,-59.322,-63.185,10032.000,11819.737,8803.000,14.094,-30,-50,-60,14.095,5.191
1900,7.150,-41.938,-40.511,15.645,-51.059,-33.157,11235.000,12886.354,12406.000,14.471,0,-50,-50,14.472,14.358
1901,-46.862,-35.315,-40.739,-5.969,-64.670,14.021,11260.000,12480.554,18374.000,74.381,-50,-40,-50,74.382,10.843
1902,24.116,-38.710,-46.602,37.864,-41.966,-31.589,11267.000,10883.032,12438.000,20.616,20,-40,-50,20.616,5.491
1903,80.235,45.175,-46.995,144.684,55.173,38.653,11513.000,10397.012,21149.000,107.652,80,40,-50,107.653,5.989
1904,-22.604,-26.553,-13.793,-9.670,-29.170,-66.440,14892.000,14504.341,8894.000,54.276,-30,-30,-20,54.276,10.252
1905,5.372,9.264,-21.487,13.826,5.619,-13.092,13785.000,14654.874,14986.000,12.459,0,0,-30,12.459,13.680
1906,38.409,31.471,-58.116,41.899,39.255,-64.338,10278.000,11468.756,9079.000,10.558,30,30,-60,10.559,8.742
1907,86.620,0.651,-4.932,79.732,0.948,-11.519,16193.000,13021.415,14992.000,9.535,80,0,-10,9.535,8.363
1908,84.768,-16.632,-23.722,137.767,-33.048,25.443,13733.000,14011.867,19678.000,74.132,80,-20,-30,74.132,8.573
1909,47.657,28.614,-38.283,54.146,30.783,-27.622,12649.000,11856.241,13880.000,12.668,40,20,-40,12.668,11.652
1910,-84.851,-37.062,-56.105,-86.938,-19.011,-27.279,10056.000,10060.417,13716.000,34.075,-90,-40,-60,34.075,7.093
1911,-25.231,2.910,-30.224,-23.217,1.572,-27.090,12582.000,12832.562,13782.000,3.959,-30,0,-40,3.958,11.260
1912,-50.231,21.842,-10.561,-92.448,0.303,6.062,15039.000,15644.471,17375.000,50.224,-60,20,-20,50.225,13.708
1913,37.626,-43.310,-59.509,23.880,-34.952,-66.070,10038.000,10630.159,8867.000,17.374,30,-50,-60,17.374,10.156
1914,-45.585,-15.366,-46.531,-35.035,-11.518,-44.481,11320.000,8671.166,11321.000,11.416,-50,-20,-50,11.415,7.280
1915,52.037,-43.331,-10.936,53.570,-47.423,-10.714,14840.000,14321.848,14840.000,4.376,50,-50,-20,4.375,11.436
1916,48.306,-35.129,-59.048,46.783,-29.714,-59.367,10069.000,9380.917,10099.000,5.634,40,-40,-60,5.634,9.676
1917,-59.700,17.929,-58.035,-64.703,13.854,-42.107,10209.000,11698.056,11408.000,17.186,-60,10,-60,17.185,8.174
1918,-34.684,14.980,-25.739,-29.487,18.655,-29.090,13811.000,14677.851,13812.000,7.193,-40,10,-30,7.193,8.439
1919,-61.177,32.136,-8.210,-66.533,38.256,-5.520,16268.000,15667.649,16268.000,8.567,-70,30,-10,8.566,9.253
1920,56.740,-28.077,-14.381,65.441,-24.483,-11.130,14900.000,14012.048,14901.000,9.959,50,-30,-20,9.960,8.983
1921,30.588,-12.869,-45.411,30.696,-25.527,-55.374,11328.000,11802.789,10098.000,16.109,30,-20,-50,16.109,8.500
1922,39.085,-30.083,-0.174,41.609,-27.004,-15.864,16068.000,14923.313,14899.000,16.188,30,-40,-10,16.187,16.656
1923,-48.880,39.926,-43.068,-43.991,35.428,-33.180,11470.000,11793.692,12670.000,11.913,-50,30,-50,11.912,12.159
